"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71"
"14035","3","2","4","3","2","4","8","6","3","5","8","8","8","8","3","6","12","9","6","12","15","13","14","15","15","10","13","10","14","14","19","20","23","19","21","12","20","17","21","17","24","28","27","24","23","27","26","24","28","23","31","32","28","31","25","32","27","29","29","27","12","6","10","12","3","9","7","5","2","7"
"14036","6","3","3","6","2","5","4","2","3","7","9","8","14","9","10","5","12","10","10","8","16","12","17","16","12","19","18","15","18","11","18","17","18","18","15","20","18","25","19","13","26","22","19","26","24","27","22","29","23","27","29","31","26","29","29","29","30","30","31","29","10","9","13","10","7","8","8","7","6","15"
"14037","3","2","4","3","2","5","1","3","3","4","10","7","9","10","8","11","5","13","13","12","18","14","16","18","9","12","12","13","20","17","18","24","22","18","18","20","13","20","21","20","29","25","24","29","21","21","25","21","24","25","29","30","29","29","29","26","28","29","26","25","13","4","8","13","6","10","9","8","9","8"
"14038","5","2","5","5","4","3","5","4","3","5","7","7","9","7","12","11","13","12","13","6","13","16","17","13","17","12","13","17","15","18","17","22","18","17","21","19","22","18","23","23","25","25","23","25","23","27","26","26","23","26","27","31","29","27","32","28","28","30","25","27","2","9","8","2","5","5","9","10","9","11"
"14039","4","7","7","3","4","4","9","1","2","4","10","9","9","8","11","10","11","8","12","9","13","10","14","15","15","15","17","22","16","18","17","20","24","18","19","16","18","22","18","19","24","26","28","25","26","26","20","28","19","25","30","32","30","29","130","27","30","30","30","26","5","5","7","13","5","10","10","6","9","9"
"14040","0","1","3","5","3","3","3","7","5","1","10","8","7","9","4","8","12","11","7","9","13","10","20","13","13","14","12","17","15","16","18","21","21","18","21","19","19","20","20","17","19","23","25","26","25","22","22","23","24","22","27","28","28","28","29","30","28","29","33","31","7","13","9","8","12","11","10","6","9","10"
"14041","6","3","7","7","5","6","5","7","5","5","7","6","8","7","10","8","7","10","12","11","16","9","19","12","11","18","15","10","14","16","17","10","19","12","19","22","24","14","16","19","23","19","21","20","26","27","25","22","24","21","32","26","33","27","26","29","31","30","29","32","8","3","9","6","12","10","5","11","7","10"
"14042","7","4","4","4","5","6","2","3","3","8","7","11","12","10","13","8","8","6","10","12","15","12","15","14","14","9","11","12","20","20","18","20","18","15","21","11","23","19","22","22","19","20","19","21","21","24","23","29","27","26","20","33","26","27","28","26","26","29","29","32","9","10","8","9","8","7","7","6","9","8"
"14043","5","2","6","4","1","5","4","4","2","5","8","7","9","8","10","7","7","6","7","9","13","8","14","14","11","17","15","17","14","11","14","15","22","23","16","19","15","17","17","18","24","23","24","28","28","25","20","26","27","26","32","30","27","28","32","30","27","31","32","29","8","9","9","8","10","8","9","5","9","15"
"14044","7","4","3","4","12","4","3","10","3","7","9","5","10","12","13","8","7","12","10","13","12","8","16","17","13","17","15","15","16","15","18","21","23","18","18","20","18","22","18","20","22","25","28","21","19","27","24","26","21","21","25","30","31","29","30","27","31","31","29","29","12","7","9","8","5","12","11","8","11","12"
"14045","6","3","7","5","0","3","3","3","5","2","11","8","10","6","9","11","8","5","10","3","19","12","16","14","10","15","10","15","16","16","22","17","19","20","13","22","18","26","18","16","26","23","22","23","28","22","26","28","20","22","29","24","29","27","28","29","31","29","31","28","13","15","10","11","7","2","11","9","9","12"
"14046","7","6","4","5","9","7","6","4","5","7","9","6","12","8","9","11","8","12","10","10","12","16","14","16","15","16","16","16","13","16","18","18","16","19","16","21","25","19","15","22","22","19","17","23","26","25","25","26","20","22","28","28","22","27","32","27","29","28","30","28","8","9","10","12","6","4","12","7","10","5"
"14047","4","6","6","3","4","4","5","6","7","3","4","7","10","4","11","15","8","13","13","4","8","8","12","19","13","15","13","19","18","13","18","19","22","19","17","15","22","21","21","22","21","25","23","29","25","26","28","22","22","23","26","33","30","30","29","31","31","24","30","32","9","8","6","7","10","8","7","1","13","10"
"14048","1","2","2","8","3","7","9","5","4","7","6","10","6","8","10","9","10","8","7","11","11","14","15","20","12","12","15","17","12","13","20","18","18","21","21","23","19","21","17","18","25","23","19","25","26","29","23","24","28","25","28","24","27","28","29","30","29","33","28","30","10","10","8","9","10","9","8","9","7","7"
"14049","5","4","1","5","7","2","3","2","4","2","7","5","10","13","9","7","8","9","9","8","12","12","18","15","14","14","17","15","10","11","16","16","20","17","21","22","18","17","14","14","24","26","23","22","25","24","24","23","23","26","25","28","30","31","26","31","26","27","28","30","13","5","7","8","12","7","11","15","13","11"
"14050","7","3","3","0","8","2","6","5","2","3","11","8","13","7","10","2","7","9","10","6","19","16","15","22","12","8","18","17","16","16","21","17","23","22","20","22","19","19","21","17","23","22","25","26","23","24","26","21","24","24","28","33","27","34","34","31","28","27","27","29","12","8","11","5","8","13","6","8","5","8"
"14051","7","8","7","6","12","6","6","7","6","2","13","8","10","13","19","11","10","12","11","8","18","14","12","13","20","17","18","18","12","11","22","18","13","20","21","23","23","19","19","20","25","18","23","25","28","27","23","23","21","23","26","30","32","33","30","28","32","25","31","31","9","10","7","13","10","11","12","11","6","6"
"14052","6","4","3","2","4","0","6","6","5","5","7","9","11","8","7","4","7","10","6","10","14","17","13","14","8","13","13","10","17","15","20","18","20","15","19","17","17","14","19","21","22","19","23","25","24","23","25","25","25","24","28","29","29","25","32","32","30","29","25","28","8","2","4","9","10","8","11","9","9","8"
"14053","6","4","5","3","5","3","4","8","6","5","7","5","6","10","13","11","8","11","7","6","15","14","10","13","18","15","15","15","8","15","15","16","18","17","22","23","20","24","20","20","25","17","20","25","26","26","24","27","24","23","26","30","25","27","30","30","25","29","31","31","9","15","5","12","9","6","8","14","7","12"
"14054","3","3","3","5","3","2","6","3","7","6","6","12","10","6","10","10","7","10","11","9","14","17","15","13","12","16","18","16","14","16","16","18","16","15","17","18","20","20","23","18","25","21","17","24","25","21","22","25","25","26","30","28","29","34","27","30","30","29","32","29","9","8","10","7","8","7","12","7","8","10"
"14055","4","4","6","3","3","5","3","5","3","6","9","8","10","6","9","11","6","10","5","9","12","12","17","12","14","12","17","11","13","13","15","22","23","20","14","21","19","19","16","17","26","27","25","27","27","26","22","23","25","23","32","30","31","29","27","26","25","28","30","29","10","12","8","9","10","9","7","10","10","6"
"14056","6","5","4","2","11","4","6","3","5","2","11","5","8","9","11","8","6","9","9","6","17","7","20","11","13","14","17","19","14","14","19","16","22","18","20","19","19","21","22","19","23","22","27","27","25","21","25","25","25","26","32","31","30","33","31","29","28","30","29","32","8","7","5","6","5","11","12","9","10","8"
"14057","7","3","8","7","7","3","6","3","4","7","9","11","8","9","11","12","6","11","8","8","12","17","13","12","15","13","15","15","12","12","16","19","19","16","22","22","20","16","24","21","26","19","24","26","27","24","20","26","27","26","29","23","25","29","28","28","28","28","29","29","10","10","6","10","10","7","9","11","14","5"
"14058","5","3","3","5","9","7","6","4","2","2","8","7","8","8","9","9","9","7","3","5","13","15","14","13","15","18","14","12","15","9","21","18","19","21","17","18","14","22","16","17","23","23","26","23","23","23","24","27","23","20","25","30","29","25","29","27","25","27","26","28","8","3","11","8","3","14","7","11","6","4"
"14059","9","3","2","9","6","9","0","3","8","4","12","6","5","12","9","11","7","6","13","9","13","10","8","13","18","13","12","10","14","14","19","21","21","19","18","19","20","19","20","21","23","26","22","23","24","23","26","22","25","25","31","26","27","31","26","30","31","31","29","26","12","4","6","12","5","14","12","10","4","7"
"14060","3","0","7","3","4","3","6","4","2","6","5","9","8","5","7","6","9","7","8","8","18","15","18","18","14","14","18","9","19","10","18","22","18","18","18","17","19","19","20","24","25","24","21","25","23","26","19","23","27","24","29","29","32","29","27","29","28","31","29","31","2","11","10","2","11","7","12","5","9","6"
"14061","4","2","2","4","4","6","4","2","9","3","11","13","10","11","9","10","8","5","12","11","13","17","18","13","13","11","15","14","17","13","17","22","22","17","19","13","20","19","19","18","24","26","24","24","21","24","26","24","27","22","30","28","28","30","25","31","28","26","29","28","10","10","11","10","10","7","7","7","10","9"
"14062","3","4","3","3","3","3","5","8","6","6","8","6","10","8","8","9","10","9","9","8","10","14","13","10","14","15","13","11","16","12","22","14","18","22","17","23","16","16","20","16","27","26","23","27","22","26","24","22","24","22","28","29","31","28","26","29","28","30","28","30","7","2","8","7","8","6","7","10","11","6"
"14063","5","3","7","5","3","4","6","7","4","6","9","10","16","9","7","8","9","9","11","12","17","11","19","17","13","15","15","17","12","13","18","13","21","18","18","18","18","19","22","18","23","26","21","23","19","25","24","28","22","22","31","30","27","31","28","28","27","32","24","32","10","11","11","10","6","8","10","10","15","10"
"14064","7","2","4","7","3","7","1","4","3","1","9","7","7","9","7","8","5","6","9","4","17","13","12","17","14","11","13","12","9","13","24","14","18","24","19","22","18","15","19","17","26","15","23","26","25","27","25","28","23","23","32","31","28","32","30","31","31","31","30","29","9","14","10","9","9","6","10","13","4","2"
"14065","8","3","5","8","3","2","7","1","5","3","13","6","8","13","11","5","14","7","7","14","14","15","16","14","15","17","18","12","12","18","16","15","21","16","23","20","24","19","18","18","20","20","22","20","26","24","29","25","20","26","30","23","33","30","31","31","30","27","27","30","9","4","9","9","10","16","4","8","12","7"
"14066","8","5","10","8","9","2","6","5","2","7","10","10","11","10","10","7","9","8","3","12","11","14","13","11","13","10","16","9","13","13","13","16","20","21","16","23","21","19","14","20","26","30","24","26","18","25","22","25","28","23","29","32","26","30","27","25","29","33","29","32","7","6","7","6","10","12","7","7","11","10"
"14067","6","3","2","6","5","4","4","2","3","3","6","4","14","8","5","8","5","5","9","7","9","21","15","11","8","16","17","16","13","13","16","22","20","21","20","18","19","20","15","24","26","25","25","26","26","20","22","25","25","25","28","29","28","28","29","27","30","30","29","29","9","8","5","5","6","8","7","11","8","7"
"14068","9","3","3","4","2","1","5","4","3","5","10","13","8","9","7","7","10","12","6","14","20","18","11","17","21","20","13","15","16","18","21","23","15","22","21","21","16","24","16","22","26","24","19","23","24","28","25","24","24","26","27","29","28","29","32","30","29","28","32","32","9","13","9","15","10","8","7","6","7","10"
"14069","3","2","2","10","6","5","7","4","4","6","12","9","12","11","8","8","9","10","9","11","17","10","12","14","15","10","12","11","12","15","19","19","24","18","17","18","22","23","21","16","19","20","26","22","21","23","23","25","22","24","130","31","28","33","30","31","23","29","31","29","7","14","7","12","9","13","7","9","8","12"
"14070","3","4","3","3","6","11","2","6","4","3","9","12","9","12","8","12","11","12","8","13","11","13","17","14","13","15","12","14","20","13","17","22","21","21","14","21","12","18","21","22","24","27","23","24","25","29","25","29","27","23","27","31","24","25","30","29","30","30","30","29","9","6","12","9","7","4","4","9","6","10"
"14071","2","5","5","5","8","4","4","4","6","3","8","9","8","7","9","10","15","7","11","8","17","11","16","12","18","12","15","14","11","11","18","16","18","14","19","22","18","19","19","19","28","20","28","27","20","26","20","25","23","24","30","29","28","27","25","30","33","29","30","30","9","13","10","12","7","9","8","8","7","10"
"14072","5","3","7","5","2","5","4","4","7","4","6","8","13","11","10","11","7","12","10","10","18","14","14","13","15","11","17","14","11","17","20","19","20","15","20","18","20","20","15","22","25","22","23","25","21","21","25","23","24","27","30","26","30","29","116","32","27","31","30","34","6","12","8","4","8","11","14","9","9","6"
"14073","7","3","3","3","4","1","3","1","4","4","8","8","6","6","6","11","8","14","9","10","14","16","16","18","17","15","13","14","12","19","15","20","16","19","17","19","20","15","15","22","28","23","18","24","24","25","26","20","19","23","30","23","28","28","27","29","32","29","28","26","10","8","10","8","9","13","9","9","11","6"
"14074","3","5","6","2","6","10","5","6","3","1","18","6","8","15","13","12","8","11","9","14","20","12","13","16","14","16","15","13","16","19","20","14","13","17","23","17","19","19","20","19","26","20","18","26","29","26","22","23","21","25","28","32","29","26","29","29","27","26","28","29","1","5","13","9","10","6","15","4","10","6"
"14075","4","1","8","5","4","1","6","7","6","7","7","7","8","8","15","11","8","7","9","7","13","14","13","10","17","16","14","18","14","9","20","20","18","15","20","17","18","23","25","15","26","22","19","23","22","27","22","25","25","27","32","26","25","31","32","27","29","33","27","28","6","8","10","12","9","12","7","7","9","10"
"14076","7","6","2","2","2","3","6","5","10","8","11","7","9","7","11","9","7","11","15","12","15","15","19","15","15","16","9","12","17","14","16","18","20","20","19","22","18","13","23","17","25","26","25","28","25","23","24","25","25","24","30","29","28","31","27","30","29","28","32","24","11","14","7","7","6","8","7","18","8","5"
"14077","7","3","4","2","5","3","6","8","2","4","8","9","10","6","8","8","7","10","11","9","17","18","12","6","17","9","16","11","14","13","20","21","21","15","17","25","21","18","22","21","24","24","25","22","25","25","25","27","24","28","33","26","26","27","30","29","32","32","26","32","8","7","5","9","5","9","8","11","7","12"
"14078","5","6","4","6","2","3","1","6","3","8","10","9","12","9","6","12","7","11","11","11","14","16","17","14","7","15","13","14","17","14","17","18","19","22","24","18","23","20","20","14","24","23","26","23","25","21","24","26","27","26","31","25","29","28","30","30","24","27","30","32","9","8","14","6","5","5","7","5","8","9"
"14079","6","4","3","7","4","4","8","2","7","7","7","7","10","15","10","8","8","7","14","12","13","15","16","18","18","14","12","13","17","13","16","20","20","19","19","23","18","20","22","24","23","21","26","26","23","23","26","24","26","27","26","27","29","26","28","29","28","30","31","28","9","8","11","9","10","7","3","8","14","4"
"14080","6","4","3","7","0","2","3","3","8","2","14","10","11","11","7","9","10","5","14","11","16","11","13","13","16","12","15","12","17","13","21","18","20","22","16","14","15","23","23","14","29","21","26","29","17","24","22","23","23","23","31","32","26","30","31","31","23","23","25","31","8","1","9","8","8","2","9","9","11","10"
"14081","6","3","3","0","4","4","2","7","5","2","7","10","10","9","8","10","12","10","7","10","14","16","10","10","17","17","15","15","12","11","16","17","14","24","18","20","22","21","21","20","23","19","23","27","22","24","24","28","22","22","27","23","24","32","26","31","30","30","28","35","8","12","5","5","11","9","8","3","17","11"
"14082","5","4","6","6","5","5","7","3","4","2","6","9","6","8","7","6","12","11","5","6","6","13","17","12","12","12","14","12","17","13","20","16","19","18","18","19","18","14","18","21","26","25","25","27","24","22","23","16","20","25","26","25","27","30","30","24","27","33","25","32","8","11","4","10","8","7","10","9","12","8"
"14083","5","5","3","7","1","6","4","2","7","3","9","11","10","8","10","12","10","13","9","7","16","14","19","15","16","13","16","14","19","17","16","18","19","20","17","19","22","20","19","19","21","28","23","26","24","23","23","25","21","26","26","29","25","30","30","27","29","27","29","31","8","14","8","7","16","15","12","7","3","7"
"14084","4","8","5","4","6","2","4","1","4","6","5","9","7","5","11","9","8","5","8","8","12","17","16","12","11","13","14","8","19","19","14","17","21","14","21","23","14","16","20","20","23","23","23","23","21","28","23","26","22","22","23","29","26","23","32","31","28","28","31","27","3","9","11","3","10","8","8","4","8","8"
"14085","8","3","3","8","3","4","6","3","6","5","9","9","13","9","10","7","11","9","13","11","12","18","13","12","12","11","14","14","15","15","17","18","21","17","12","23","17","24","17","20","20","22","26","20","24","25","23","26","24","24","31","32","28","31","29","30","28","28","31","28","12","5","11","12","5","9","8","9","8","9"
"14086","4","4","2","4","3","5","4","7","7","6","11","10","5","11","13","10","9","11","9","12","11","12","11","11","13","16","16","15","12","15","21","22","19","21","20","24","18","19","19","20","23","26","21","23","24","29","27","21","25","26","24","28","31","24","30","32","28","28","27","27","3","16","12","3","10","9","4","10","9","9"
"14087","7","6","4","7","5","7","4","6","3","6","9","10","9","9","9","9","10","10","5","12","15","11","15","15","13","17","15","14","12","14","16","14","15","16","20","21","17","15","19","19","25","18","18","25","25","24","27","18","23","25","29","30","28","29","32","31","30","30","33","26","6","12","11","6","2","4","5","13","5","6"
"14088","4","5","4","4","3","4","8","6","6","5","8","7","5","8","9","8","12","7","10","6","14","12","7","14","14","10","12","15","20","7","21","13","21","21","17","21","13","18","21","20","24","24","28","24","22","23","25","22","22","27","27","29","29","27","29","26","30","30","23","31","12","13","11","12","9","13","6","6","7","11"
"14089","5","6","3","5","4","6","8","4","5","5","6","8","6","6","7","6","11","5","10","7","11","14","13","11","9","13","15","17","17","14","23","19","13","23","17","25","17","18","20","20","27","20","20","27","18","28","18","20","22","25","29","26","32","29","26","28","30","28","30","25","13","3","8","13","13","10","13","13","6","5"
"14090","9","2","5","9","4","4","7","5","6","5","11","11","8","11","10","13","12","5","10","6","16","11","13","16","13","14","16","15","15","13","20","19","19","20","21","19","21","17","20","15","24","25","22","24","28","24","23","20","29","24","25","29","27","25","29","29","32","31","29","32","11","14","8","11","11","8","10","8","7","5"
"14091","3","4","4","3","1","8","6","4","4","3","9","8","12","9","7","12","12","12","11","10","15","13","16","15","12","14","19","15","14","13","18","18","16","18","23","22","21","17","23","22","23","23","19","23","23","24","23","22","26","24","29","26","32","29","27","30","31","31","32","30","5","9","6","5","8","7","10","9","10","4"
"14092","8","4","6","8","6","3","2","5","3","4","10","5","11","10","9","6","7","12","12","12","13","6","14","13","14","18","13","16","18","14","19","19","18","19","22","19","19","22","19","16","22","24","26","22","26","22","28","28","23","25","31","32","30","31","29","29","29","31","29","34","6","10","9","6","9","5","10","9","10","7"
"14093","2","2","4","6","7","0","2","2","4","4","6","8","11","11","10","6","6","11","11","8","8","14","13","16","14","7","18","16","11","16","22","15","15","16","14","9","21","17","20","18","24","25","25","25","23","22","22","21","23","29","30","29","26","30","29","28","27","31","28","30","9","14","14","10","7","14","10","10","10","9"
"14094","8","3","3","3","7","7","3","6","3","4","9","8","9","10","7","11","13","9","6","12","13","15","15","12","17","18","14","16","15","17","20","21","18","24","19","18","16","17","18","20","24","24","26","25","21","27","28","23","26","23","29","29","30","31","25","31","29","28","29","29","4","8","10","5","4","6","11","9","5","4"
"14095","4","2","2","7","3","5","4","5","8","6","10","7","8","7","4","10","9","9","16","12","12","8","14","8","12","12","20","13","16","21","12","15","14","19","19","23","21","17","20","23","19","23","26","23","26","24","24","20","22","23","34","25","31","28","30","30","28","31","29","26","10","9","7","3","8","9","13","13","12","2"
"14096","5","5","7","7","5","3","3","4","4","5","12","8","8","11","12","15","9","10","9","10","13","15","12","13","15","16","14","16","16","13","16","17","19","17","22","24","20","16","23","19","24","21","21","25","25","25","22","29","23","20","33","25","32","29","25","29","33","29","33","31","11","12","13","10","5","12","13","9","9","10"
"14097","4","4","2","4","0","6","3","8","7","4","5","8","9","6","6","10","7","8","13","7","13","16","17","13","12","13","13","17","14","13","14","16","20","19","20","14","15","19","21","22","21","25","23","23","24","23","22","26","26","24","31","26","27","25","25","30","30","27","26","32","9","10","4","8","11","11","9","8","11","14"
"14098","5","1","7","6","5","4","5","7","3","9","5","11","9","8","8","11","8","7","9","11","11","12","12","13","16","16","16","18","14","14","16","25","23","19","19","21","20","18","19","24","22","26","23","27","24","28","27","22","23","25","24","30","27","29","30","28","30","30","29","26","8","8","12","9","11","7","7","8","4","11"
"14099","6","5","3","5","3","4","4","2","6","5","14","8","11","12","10","11","15","9","14","9","15","10","15","15","14","13","19","12","17","10","23","17","22","22","19","19","20","18","23","20","24","27","24","25","22","23","28","26","30","25","29","30","24","30","31","30","28","33","31","29","7","6","7","8","8","11","10","11","11","11"
"14100","4","3","3","6","3","3","3","7","2","4","7","9","7","8","10","5","9","10","8","6","17","16","17","15","16","14","21","14","13","14","21","17","20","19","20","21","21","17","19","17","22","20","22","25","25","24","27","27","22","19","24","29","28","28","30","29","28","30","31","27","9","7","10","9","9","9","10","6","12","5"
"14101","5","3","5","4","1","6","6","8","5","5","17","3","11","11","10","7","6","8","7","6","22","13","12","12","12","21","17","17","19","12","24","15","12","20","23","23","23","20","21","20","28","21","24","23","27","29","27","21","23","25","29","25","28","29","32","34","30","30","29","32","4","10","4","4","8","7","11","8","9","7"
"14102","3","2","5","4","7","4","2","8","8","5","7","3","10","9","9","9","9","13","10","11","14","21","15","12","9","13","14","18","14","16","21","24","17","16","21","19","21","18","15","17","26","28","20","29","21","22","24","28","22","24","29","30","31","32","30","31","26","32","26","31","11","13","11","13","10","7","8","11","10","10"
"14103","4","3","4","3","5","6","6","0","5","5","5","15","8","12","11","10","12","8","11","6","14","19","14","13","18","18","14","15","13","14","18","19","16","20","21","19","21","18","19","24","24","20","26","27","26","24","22","27","25","26","30","31","27","31","31","33","30","29","28","28","12","11","10","10","9","8","9","7","10","9"
"14104","4","12","5","4","5","4","4","5","3","5","7","12","9","12","11","6","5","10","4","12","15","17","14","14","15","10","13","15","12","14","18","25","21","18","18","20","16","18","20","20","27","26","24","27","26","27","26","23","24","24","33","26","33","29","30","28","32","27","25","28","8","4","4","3","6","3","13","6","9","14"
"14105","5","6","8","10","4","8","5","5","3","4","10","9","14","11","9","9","11","10","11","5","18","15","14","15","17","15","13","20","11","11","23","19","20","16","21","17","19","22","17","13","23","20","22","26","23","24","26","26","19","24","29","32","24","28","27","31","30","34","32","26","7","11","4","9","12","11","8","6","8","12"
"14106","8","1","3","1","3","3","4","3","2","4","10","5","13","9","14","7","13","11","13","13","13","15","17","16","15","13","17","18","15","15","21","17","20","18","15","13","20","20","19","16","27","19","25","21","17","24","25","27","25","21","28","30","29","23","27","27","28","30","29","32","2","11","8","11","10","12","9","8","6","12"
"14107","4","6","4","5","7","3","6","6","3","4","6","13","9","8","7","8","11","13","7","6","11","13","15","11","16","15","15","16","12","7","20","13","17","16","17","21","20","16","23","13","25","14","22","24","24","23","21","26","26","21","29","28","32","28","28","24","30","28","29","31","10","14","6","9","10","13","7","10","9","4"
"14108","7","7","4","4","8","7","3","1","2","5","10","9","10","11","12","11","8","12","13","14","12","14","16","13","13","15","11","12","17","17","22","17","19","15","15","17","13","27","22","18","29","24","22","27","24","25","23","28","24","19","31","27","132","28","28","33","29","32","27","31","9","3","9","12","13","10","10","10","5","14"
"14109","3","3","6","6","6","3","3","3","4","4","9","7","10","7","9","9","16","5","9","15","12","22","12","12","11","13","18","13","14","18","16","23","14","15","18","16","20","15","17","21","20","28","20","25","20","24","24","25","24","28","27","31","30","30","28","31","24","28","31","28","11","11","10","6","7","9","7","10","4","7"
"14110","8","4","3","2","2","4","5","4","1","3","12","5","4","9","9","8","12","8","9","7","14","7","9","13","16","18","16","14","11","11","18","18","16","23","17","21","20","14","19","18","26","27","24","26","22","26","22","27","19","25","29","30","28","29","26","30","30","30","29","31","15","14","9","8","10","4","5","8","5","7"
"14111","9","2","6","9","5","4","4","4","4","4","9","6","9","9","11","11","11","10","12","12","15","11","11","15","12","19","16","14","20","15","17","18","18","17","22","20","22","19","21","18","23","21","24","23","27","20","24","29","28","26","28","22","31","28","27","27","33","30","28","29","7","9","7","7","10","13","9","6","5","8"
"14112","3","2","5","3","8","3","9","6","4","3","4","11","9","4","10","5","11","11","12","10","16","15","16","16","12","14","13","18","14","16","17","25","19","17","18","21","22","19","18","17","27","26","21","27","23","23","24","20","21","23","31","33","25","31","26","25","29","27","29","24","8","14","6","8","6","9","9","11","12","11"
"14113","4","8","6","4","5","5","5","5","2","4","12","9","9","12","15","12","5","9","12","13","14","9","13","14","16","15","13","12","16","14","19","22","19","19","19","21","16","21","19","18","24","27","25","24","22","24","21","23","21","25","31","29","29","31","28","29","29","29","27","29","15","7","4","15","9","7","9","5","15","10"
"14114","6","3","5","6","1","4","2","8","6","4","9","7","11","9","19","10","5","13","8","12","18","10","14","18","21","12","13","17","14","13","22","20","18","22","22","20","20","20","16","15","22","28","23","22","22","22","20","24","22","22","28","29","28","28","27","28","30","29","31","27","13","6","12","13","5","6","5","8","8","5"
"14115","3","6","3","3","5","6","5","5","4","3","8","7","7","8","6","12","14","11","10","6","15","10","10","15","15","20","16","22","16","13","19","21","17","19","15","20","19","23","21","22","24","23","20","24","24","26","24","27","26","23","30","27","30","30","27","29","32","29","27","31","6","9","6","6","9","10","12","9","11","9"
"14116","2","5","4","2","3","4","6","3","4","2","12","10","13","12","10","7","8","12","8","14","14","13","16","14","15","13","15","14","13","14","18","18","17","18","22","17","16","18","24","26","26","27","25","26","23","22","26","26","26","26","29","31","28","29","32","31","27","33","27","27","12","4","8","12","9","6","7","14","10","4"
"14117","6","0","6","6","6","3","7","3","3","7","7","10","14","7","10","6","11","10","9","7","16","18","20","16","14","13","12","13","15","12","16","21","20","16","19","16","15","20","16","16","27","24","22","27","29","20","20","27","23","24","29","29","28","29","32","29","29","32","25","28","11","11","6","11","8","10","11","4","4","12"
"14118","4","3","3","4","6","3","3","2","5","5","7","9","6","7","7","8","11","8","7","6","14","15","8","14","14","15","16","13","14","14","19","17","13","19","17","19","17","15","19","18","26","24","25","26","24","26","25","26","21","24","29","29","31","29","31","29","28","31","31","26","4","9","8","4","9","9","8","8","10","8"
"14119","2","4","6","2","3","3","4","4","4","2","7","11","8","7","6","6","7","13","11","8","12","12","11","12","13","7","17","17","18","16","21","13","18","21","21","21","19","19","20","21","25","22","24","25","27","24","21","21","24","22","26","26","29","26","33","30","27","24","32","31","8","8","14","8","7","10","12","8","9","7"
"14120","3","8","10","6","4","4","6","4","6","3","8","10","10","12","7","6","8","13","8","13","15","15","14","15","16","12","16","13","9","17","20","16","15","15","20","16","17","19","14","23","26","25","23","28","26","22","22","24","22","24","32","32","26","28","31","31","27","30","27","31","8","8","6","7","9","4","7","11","11","6"
"14121","5","5","3","2","7","1","3","6","3","7","9","7","13","12","10","11","9","9","8","9","15","18","13","17","16","13","15","10","13","18","16","21","22","20","21","17","18","18","24","21","27","21","24","22","22","21","24","19","27","27","27","30","28","28","31","29","29","30","28","27","7","6","11","8","10","12","12","10","14","11"
"14122","6","11","7","9","1","6","5","2","4","6","12","14","8","9","4","10","10","10","9","11","15","20","21","14","14","14","13","13","17","14","22","20","21","21","21","17","18","17","19","22","27","24","27","26","22","18","25","21","24","27","32","31","30","30","24","32","25","32","31","30","5","9","12","7","7","7","7","7","5","4"
"14123","3","8","10","5","7","5","8","2","4","4","8","9","11","15","11","7","15","7","10","8","12","13","14","17","15","16","16","18","14","13","17","19","18","23","18","16","19","19","23","18","27","25","27","27","21","23","27","26","25","21","33","32","30","32","29","32","30","28","31","28","5","12","13","10","11","10","7","5","9","9"
"14124","4","2","7","2","6","3","2","4","2","3","10","7","11","12","10","5","7","8","9","6","12","16","21","12","11","17","10","12","16","14","20","22","21","22","19","17","20","16","20","19","29","22","24","26","24","22","22","25","24","25","30","32","29","28","28","27","28","28","31","30","9","5","7","11","13","0","12","7","8","7"
"14125","5","4","5","6","4","3","4","5","4","3","9","6","9","12","8","10","11","12","8","11","16","17","19","16","10","11","14","16","13","13","19","19","20","21","17","17","19","19","15","16","20","25","20","25","20","20","20","24","29","21","25","31","32","32","30","33","27","29","29","26","15","11","0","14","5","8","8","9","8","12"
"14126","2","-3","7","4","6","4","4","3","5","1","11","9","12","13","7","10","8","6","9","13","11","11","17","15","21","13","13","13","14","16","13","12","22","16","22","18","19","18","18","19","25","24","25","25","22","23","23","24","27","21","27","27","30","26","31","24","26","30","34","29","8","15","14","8","8","5","9","5","12","11"
"14127","4","3","4","8","5","7","5","4","5","4","6","6","11","8","8","8","8","4","13","11","13","12","11","13","15","10","15","14","13","17","20","18","20","19","17","17","25","16","21","18","24","23","21","22","21","19","26","20","27","19","30","29","33","31","24","29","27","28","32","29","8","8","10","6","14","7","12","12","12","13"
"14128","5","8","2","6","5","7","6","4","4","6","13","8","10","6","8","12","8","8","8","9","17","16","12","15","17","13","15","17","21","19","24","17","22","16","18","19","22","19","21","20","26","19","29","28","21","26","24","26","24","30","32","32","33","30","30","29","32","31","30","32","11","11","11","10","11","13","9","5","6","11"
"14129","5","2","5","7","2","8","4","1","6","5","11","8","9","10","9","10","10","9","11","8","14","12","12","14","13","11","16","15","14","12","17","21","19","20","19","20","17","20","15","21","23","27","23","21","24","23","27","24","22","24","27","29","29","27","27","30","33","28","33","28","10","11","14","7","8","7","9","8","5","6"
